,image,label
509,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
510,"[[[114 110 109]
  [111 107 106]
  [114 110 109]
  ...
  [ 67  65  66]
  [ 71  69  70]
  [ 45  43  44]]

 [[119 116 111]
  [115 112 108]
  [119 115 111]
  ...
  [ 69  67  68]
  [ 70  67  68]
  [ 71  69  70]]

 [[193 186 171]
  [191 184 169]
  [188 182 168]
  ...
  [ 69  67  68]
  [ 70  68  69]
  [ 70  68  69]]

 ...

 [[ 88  83  72]
  [ 64  51  43]
  [ 80  61  45]
  ...
  [126  90  30]
  [125  83  33]
  [115  76  17]]

 [[ 61  44  30]
  [ 97  70  46]
  [ 93  68  41]
  ...
  [117  75  19]
  [104  85  51]
  [ 44  45  37]]

 [[ 94  64  28]
  [ 80  55  29]
  [ 75  53  28]
  ...
  [ 53  51  46]
  [ 52  49  39]
  [ 67  55  46]]]",3
511,"[[[188 195 201]
  [189 196 202]
  [189 196 202]
  ...
  [196 197 199]
  [196 197 199]
  [195 196 198]]

 [[189 196 202]
  [187 194 200]
  [189 196 202]
  ...
  [196 197 198]
  [196 197 199]
  [195 196 198]]

 [[188 195 201]
  [189 196 202]
  [189 196 202]
  ...
  [196 197 199]
  [195 196 198]
  [195 196 198]]

 ...

 [[218 214 211]
  [219 215 212]
  [219 217 213]
  ...
  [215 205 194]
  [216 208 198]
  [142 136 136]]

 [[219 218 214]
  [220 219 217]
  [221 221 219]
  ...
  [216 206 194]
  [218 208 198]
  [142 136 133]]

 [[218 218 216]
  [221 221 219]
  [221 221 219]
  ...
  [214 205 190]
  [216 206 196]
  [171 163 160]]]",3
512,"[[[233 236 241]
  [230 213 203]
  [247 212 176]
  ...
  [146 141 140]
  [129 125 124]
  [141 135 135]]

 [[234 234 237]
  [233 236 242]
  [237 220 207]
  ...
  [152 149 144]
  [151 148 143]
  [151 148 143]]

 [[233 235 241]
  [232 233 238]
  [228 230 236]
  ...
  [152 149 142]
  [150 147 140]
  [156 151 145]]

 ...

 [[149 142 136]
  [175 167 163]
  [139 131 127]
  ...
  [155 149 148]
  [134 129 125]
  [140 135 131]]

 [[158 151 145]
  [128 121 115]
  [174 165 159]
  ...
  [132 126 124]
  [121 116 110]
  [138 135 125]]

 [[142 132 131]
  [171 161 159]
  [150 143 136]
  ...
  [144 138 133]
  [133 128 122]
  [123 118 114]]]",3
513,"[[[ 17   4  14]
  [ 80  57  63]
  [ 22  10  19]
  ...
  [ 21   7  23]
  [ 15   4  18]
  [ 15   2  16]]

 [[ 10   1  15]
  [ 27   3  15]
  [ 19   5  16]
  ...
  [130 119 131]
  [106  97 110]
  [ 35  16  31]]

 [[ 15   5  14]
  [ 39  14  24]
  [ 21   7  17]
  ...
  [229 229 233]
  [215 215 216]
  [ 19   6  18]]

 ...

 [[ 12   3  12]
  [ 16  11  18]
  [  7   1   8]
  ...
  [ 26   8  18]
  [ 95  60  52]
  [ 61  25  21]]

 [[ 10   3  11]
  [ 10   3  11]
  [  9   2  10]
  ...
  [ 18  10  22]
  [ 14   4  10]
  [ 15   2  12]]

 [[ 11   4  12]
  [ 12   4  12]
  [ 12   3  12]
  ...
  [ 12   2  11]
  [ 12   3  14]
  [ 11   4  11]]]",3
514,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [138 137 137]
  [143 142 141]
  [252 252 250]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [248 248 248]
  [253 253 253]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
515,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
516,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
517,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
518,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
519,"[[[ 38  39  32]
  [102  87  74]
  [139 123  99]
  ...
  [133 121 104]
  [197 185 161]
  [194 184 158]]

 [[ 47  41  36]
  [ 41  35  30]
  [145 126 101]
  ...
  [180 168 151]
  [196 185 165]
  [171 159 147]]

 [[ 69  60  52]
  [ 42  32  25]
  [143 126 100]
  ...
  [197 184 165]
  [196 185 161]
  [ 81  69  56]]

 ...

 [[ 34  35  31]
  [ 36  35  38]
  [190 189 202]
  ...
  [ 31  31  31]
  [100  99  93]
  [123 118 106]]

 [[ 65  66  61]
  [ 39  40  35]
  [ 34  35  37]
  ...
  [ 39  38  37]
  [ 69  70  64]
  [104 105  90]]

 [[ 65  64  60]
  [ 53  53  51]
  [ 91  92  85]
  ...
  [ 89  90  84]
  [ 33  34  29]
  [102 103  87]]]",3
520,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
521,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
522,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
523,"[[[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]

 [[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]

 [[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]

 ...

 [[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]

 [[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]

 [[237 209 185]
  [237 209 185]
  [237 209 185]
  ...
  [237 209 185]
  [237 209 185]
  [237 209 185]]]",3
524,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
525,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[252 250 251]
  [228 225 231]
  [237 235 242]
  ...
  [240 240 242]
  [247 247 248]
  [252 252 252]]

 [[253 253 253]
  [245 243 244]
  [208 206 209]
  ...
  [253 253 253]
  [254 254 254]
  [254 254 254]]

 [[255 255 255]
  [253 253 253]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
526,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
527,"[[[ 98 103  99]
  [ 99 101  98]
  [ 97 102  98]
  ...
  [139 142 141]
  [205 207 204]
  [205 205 202]]

 [[100 103  99]
  [100 102  99]
  [100 103 100]
  ...
  [118 128 130]
  [160 169 168]
  [171 178 176]]

 [[ 98 102 101]
  [102 104 103]
  [101 104 101]
  ...
  [ 97 100  99]
  [103 113 111]
  [106 115 112]]

 ...

 [[ 69  73  72]
  [ 63  65  64]
  [ 60  62  61]
  ...
  [ 99  99  97]
  [ 62  62  60]
  [117 117 115]]

 [[ 62  64  61]
  [ 51  53  52]
  [ 20  22  21]
  ...
  [ 91  91  89]
  [ 86  86  83]
  [131 131 129]]

 [[ 22  24  21]
  [ 23  25  22]
  [ 64  66  65]
  ...
  [ 70  70  68]
  [111 111 109]
  [131 131 129]]]",3
528,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
529,"[[[249 215 187]
  [249 216 188]
  [249 215 188]
  ...
  [241 213 192]
  [241 210 190]
  [241 210 189]]

 [[249 215 186]
  [250 216 188]
  [249 216 188]
  ...
  [241 213 191]
  [242 211 190]
  [243 212 190]]

 [[250 217 186]
  [250 217 186]
  [251 217 189]
  ...
  [245 214 193]
  [243 212 190]
  [243 213 189]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 250 251]
  [252 250 251]
  [251 249 250]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 250 251]
  [251 249 250]
  [249 247 248]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 250 251]
  [252 250 251]
  [252 250 251]]]",3
530,"[[[176 172 171]
  [169 165 164]
  [177 172 171]
  ...
  [117 107  99]
  [106  97  88]
  [116 107  98]]

 [[176 172 171]
  [174 170 169]
  [175 170 169]
  ...
  [123 114 106]
  [116 107  98]
  [117 108  99]]

 [[183 179 178]
  [180 176 175]
  [179 174 173]
  ...
  [112 103  94]
  [107  98  89]
  [119 110 101]]

 ...

 [[175 169 169]
  [175 169 169]
  [178 172 172]
  ...
  [173 167 167]
  [170 165 164]
  [168 165 162]]

 [[175 169 169]
  [176 170 170]
  [177 171 171]
  ...
  [173 167 167]
  [176 170 170]
  [178 169 170]]

 [[180 174 174]
  [182 175 175]
  [183 177 177]
  ...
  [181 175 175]
  [179 173 173]
  [178 172 172]]]",3
531,"[[[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]

 ...

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [245 245 245]
  [245 245 245]
  [245 245 245]]]",3
532,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   2]
  ...
  [178 178 177]
  [179 180 182]
  [183 187 188]]

 [[  1   1   1]
  [  1   1   0]
  [ 53  53  50]
  ...
  [186 186 186]
  [185 187 189]
  [186 190 191]]

 [[ 17  16  10]
  [ 66  67  60]
  [110 108 101]
  ...
  [190 194 193]
  [190 195 196]
  [189 193 193]]

 ...

 [[120 123 126]
  [145 150 154]
  [170 176 172]
  ...
  [176 181 184]
  [174 178 185]
  [154 159 161]]

 [[ 82  82  70]
  [118 120 117]
  [162 168 166]
  ...
  [204 208 203]
  [157 162 172]
  [202 207 200]]

 [[158 157 163]
  [159 161 156]
  [167 171 172]
  ...
  [149 150 154]
  [149 141 140]
  [138 141 146]]]",3
533,"[[[217 216 221]
  [224 223 228]
  [228 227 232]
  ...
  [188 184 181]
  [180 177 175]
  [152 148 147]]

 [[226 225 230]
  [229 228 233]
  [231 230 235]
  ...
  [192 191 187]
  [172 171 167]
  [166 161 159]]

 [[224 223 228]
  [231 230 235]
  [236 236 238]
  ...
  [170 170 162]
  [138 137 132]
  [147 146 143]]

 ...

 [[ 99 110 129]
  [ 86  95 112]
  [ 63  68  80]
  ...
  [ 88  84  80]
  [ 76  71  68]
  [ 70  65  62]]

 [[ 97 109 124]
  [ 90  97 115]
  [ 78  82  96]
  ...
  [ 83  79  75]
  [ 50  45  42]
  [121 116 113]]

 [[ 68  76  89]
  [ 67  73  89]
  [ 70  76  87]
  ...
  [ 97  93  89]
  [119 115 112]
  [ 85  81  78]]]",3
534,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
535,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
536,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
537,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]",3
538,"[[[246 208 179]
  [248 208 182]
  [248 209 181]
  ...
  [242 213 194]
  [242 212 192]
  [241 210 190]]

 [[247 208 180]
  [249 210 181]
  [247 209 180]
  ...
  [241 213 192]
  [243 212 192]
  [242 211 191]]

 [[248 208 182]
  [249 209 181]
  [250 210 180]
  ...
  [243 212 192]
  [243 212 192]
  [241 210 189]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [251 249 250]
  [252 249 250]
  [253 249 250]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [251 249 250]
  [251 249 251]
  [252 250 251]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 250 251]
  [252 250 251]
  [251 249 250]]]",3
539,"[[[223 219 218]
  [222 219 217]
  [222 218 217]
  ...
  [153  89  65]
  [137  82  62]
  [143 105  97]]

 [[223 219 218]
  [223 219 218]
  [222 218 217]
  ...
  [154  90  70]
  [141  84  66]
  [195 170 163]]

 [[224 220 221]
  [223 219 220]
  [223 219 218]
  ...
  [150  88  71]
  [139  88  68]
  [214 204 199]]

 ...

 [[228 224 225]
  [229 225 226]
  [228 224 225]
  ...
  [227 223 224]
  [226 222 223]
  [222 220 221]]

 [[225 223 224]
  [226 224 225]
  [226 224 225]
  ...
  [226 222 223]
  [225 223 224]
  [224 222 223]]

 [[227 223 224]
  [228 224 225]
  [228 224 225]
  ...
  [225 222 223]
  [223 221 222]
  [224 222 223]]]",3
540,"[[[145 145 135]
  [148 148 138]
  [151 151 141]
  ...
  [162 163 158]
  [159 160 154]
  [157 158 153]]

 [[145 145 135]
  [149 146 136]
  [151 151 141]
  ...
  [162 163 158]
  [159 160 155]
  [159 160 155]]

 [[143 143 133]
  [149 146 137]
  [152 150 141]
  ...
  [164 165 159]
  [163 164 159]
  [162 163 158]]

 ...

 [[149 146 139]
  [152 152 144]
  [160 158 151]
  ...
  [184 183 178]
  [185 184 179]
  [185 184 179]]

 [[148 145 138]
  [149 149 141]
  [161 160 152]
  ...
  [184 183 178]
  [184 183 178]
  [186 185 180]]

 [[153 150 143]
  [154 154 146]
  [154 153 145]
  ...
  [185 184 179]
  [186 185 180]
  [185 184 179]]]",3
541,"[[[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [ 98 101  81]
  [ 79  82  64]
  [ 91  95  72]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [107 110  89]
  [ 80  83  64]
  [ 98 101  80]]

 [[235 235 235]
  [236 236 236]
  [236 236 236]
  ...
  [111 115  92]
  [ 92  95  74]
  [113 116  96]]

 ...

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [246 246 246]
  [247 247 247]
  [245 245 245]]

 [[245 245 245]
  [245 245 245]
  [245 245 245]
  ...
  [246 246 246]
  [245 245 245]
  [244 244 244]]

 [[245 245 245]
  [244 244 244]
  [245 245 245]
  ...
  [246 246 246]
  [245 245 245]
  [245 245 245]]]",3
542,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",3
543,"[[[ 33  31  32]
  [ 32  30  31]
  [ 33  31  32]
  ...
  [ 33  33  38]
  [ 36  37  42]
  [ 36  37  42]]

 [[ 27  25  26]
  [ 28  26  27]
  [ 27  25  25]
  ...
  [ 37  37  41]
  [ 32  33  37]
  [ 30  31  35]]

 [[ 54  49  46]
  [ 54  49  46]
  [ 54  49  46]
  ...
  [ 37  37  41]
  [ 34  35  39]
  [ 32  33  37]]

 ...

 [[190 192 197]
  [194 195 198]
  [193 193 195]
  ...
  [150 159 171]
  [146 155 167]
  [145 155 167]]

 [[183 186 191]
  [181 185 188]
  [192 193 195]
  ...
  [166 170 179]
  [162 169 177]
  [157 164 174]]

 [[181 181 183]
  [182 182 184]
  [179 180 183]
  ...
  [171 174 179]
  [170 173 178]
  [168 171 178]]]",3
544,"[[[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 ...

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]]",3
545,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",3
